Temperature,pH,DO,BOD,COD,SS,EC,TN,NO3N,NH3N,TP,PO4P,Chla,TOC
9.7,8.0,17.5,2.2,4.2,2.0,291,2.004,1.580,0.017,0.088,0.048,7.1,2.9
7.3,7.4,13.4,2.7,5.0,5.3,306,2.622,2.220,0.017,0.116,0.069,4.0,3.9
6.4,7.9,16.3,2.5,3.6,3.3,330,2.526,2.210,0.034,0.100,0.048,2.9,2.8
2.8,7.9,15.5,1.6,3.4,2.1,323,2.618,2.247,0.029,0.131,0.080,4.4,2.8
1.8,7.9,16.6,2.0,3.3,2.1,346,2.540,2.159,0.035,0.123,0.075,2.4,2.3
5.2,7.8,16.6,2.6,3.9,2.6,311,2.488,2.186,0.030,0.130,0.081,5.1,2.7
2.7,8.0,16.6,3.0,3.8,3.6,277,2.549,2.292,0.062,0.141,0.109,6.1,3.0
3.3,8.2,16.2,3.5,5.1,3.6,316,2.821,2.089,0.053,0.154,0.096,8.5,3.2
7.4,8.1,16.2,4.8,8.4,10.2,281,2.416,1.749,0.023,0.169,0.069,35.5,4.9
9.8,9.0,16.3,5.2,9.5,15.0,321,2.125,1.276,0.017,0.215,0.074,62.3,6.2
14.1,8.0,16.9,8.3,12.7,22.5,311,2.584,1.481,0.027,0.258,0.085,86.9,6.6
15.6,7.6,9.9,3.0,7.2,10.8,311,3.158,2.580,0.112,0.141,0.083,9.3,5.1
15.0,7.5,12.6,4.9,6.6,8.5,270,2.044,1.475,0.013,0.139,0.066,24.9,4.5
21.6,8.8,13.1,8.8,13.5,31.4,275,1.176,0.289,0.015,0.213,0.043,117.6,6.4
19.5,7.8,14.2,6.3,9.5,16.8,277,3.171,2.279,0.122,0.376,0.340,47.0,6.4
20.4,7.3,12.8,2.9,7.6,12.9,239,1.234,0.549,0.027,0.141,0.066,14.1,5.5
19.6,7.6,9.2,5.6,12.0,16.3,299,2.695,1.549,0.056,0.156,0.047,29.7,7.7
21.1,7.3,8.3,5.9,12.1,26.0,294,3.470,1.957,0.320,0.202,0.070,11.4,8.1
24.9,7.5,10.7,4.2,11.0,21.0,265,2.054,0.891,0.124,0.200,0.082,9.8,8.4
24.0,7.4,7.8,3.8,12.6,19.9,244,1.950,0.801,0.185,0.249,0.105,3.4,8.5
23.5,7.2,9.1,3.4,11.4,17.2,225,1.936,0.789,0.228,0.193,0.084,4.4,8.0
23.6,7.2,9.2,2.4,9.7,13.1,257,3.038,1.746,0.137,0.268,0.199,3.6,7.4
30.9,7.9,11.4,3.1,14.1,9.5,232,1.684,0.492,0.075,0.197,0.109,25.7,10.0
27.6,7.2,7.8,3.1,13.6,10.7,316,2.614,1.503,0.207,0.195,0.129,7.9,10.7
29.9,7.6,7.2,3.1,9.0,14.1,236,1.431,0.570,0.093,0.186,0.124,9.0,7.6
27.3,7.2,6.9,2.0,9.4,12.4,256,1.371,0.537,0.081,0.190,0.120,6.9,7.6
29.8,7.0,9.2,3.3,7.7,8.1,242,1.425,0.797,0.034,0.184,0.117,5.8,5.7
28.8,7.6,9.6,1.6,8.2,4.4,255,0.866,0.331,0.035,0.130,0.102,7.5,5.7
27.4,7.3,8.9,1.9,7.5,5.7,190,1.015,0.498,0.044,0.166,0.121,3.2,5.4
24.1,7.6,8.6,1.2,7.1,4.3,206,0.770,0.367,0.041,0.119,0.079,2.6,5.0
26.6,7.3,10.2,1.9,6.6,3.4,241,1.199,1.082,0.031,0.142,0.074,4.5,5.0
25.3,7.3,12.0,1.8,7.0,4.5,240,0.860,0.342,0.025,0.133,0.076,8.2,5.0
21.9,7.3,12.4,1.9,6.2,4.1,220,0.898,0.443,0.030,0.142,0.049,8.2,4.3
19.0,7.1,11.4,1.3,5.1,4.0,260,1.450,1.033,0.016,0.124,0.060,3.8,3.9
13.8,7.6,12.8,1.0,5.1,2.5,296,1.207,0.813,0.021,0.085,0.035,2.5,3.3
14.7,7.3,13.7,1.6,5.0,2.3,309,2.069,1.640,0.016,0.125,0.071,7.4,3.4
13.5,7.5,15.5,3.7,6.5,5.1,342,1.349,0.918,0.019,0.119,0.029,20.4,4.7
12.9,7.1,12.4,2.7,5.9,3.0,311,2.157,1.661,0.088,0.140,0.076,6.6,3.8
3.7,7.4,16.4,2.6,5.1,2.4,371,1.955,1.549,0.024,0.102,0.043,14.2,3.3
3.2,7.3,14.6,1.0,4.6,1.7,367,2.112,1.689,0.036,0.092,0.040,4.0,2.7
3.3,8.5,16.7,1.4,4.8,2.9,356,2.280,1.892,0.039,0.096,0.042,9.9,2.7
4.2,7.3,16.3,2.9,7.3,11.2,342,3.688,2.795,0.324,0.158,0.078,4.6,4.5
4.4,7.6,14.5,2.4,5.7,4.0,352,3.371,2.781,0.214,0.130,0.071,5.5,3.1
4.2,7.8,16.4,2.1,5.5,6.1,348,2.863,2.161,0.066,0.140,0.058,16.5,3.5
5.3,7.4,15.4,3.9,6.5,8.3,342,2.810,2.191,0.036,0.164,0.062,28.8,4.2
5.0,8.3,17.1,2.7,6.6,6.2,331,2.444,1.852,0.032,0.106,0.029,21.1,3.4
6.5,8.3,15.5,4.5,7.9,10.7,340,2.120,1.323,0.012,0.143,0.040,32.2,5.3
11.0,9.0,15.7,6.0,9.7,16.1,333,1.817,0.988,0.017,0.145,0.012,57.4,5.7
12.4,8.7,16.1,6.3,11.5,12.9,330,1.857,0.954,0.008,0.168,0.038,46.6,6.2
14.7,9.1,13.3,7.3,9.7,15.6,375,2.738,1.749,0.024,0.273,0.118,74.6,6.1
13.7,7.6,9.5,5.0,12.1,26.0,294,3.823,1.181,0.387,0.207,0.098,20.6,7.2
16.7,8.4,13.4,1.9,7.1,4.7,286,2.343,2.052,0.051,0.102,0.071,9.1,4.5
17.3,7.7,9.7,2.0,6.3,7.5,300,1.398,0.889,0.046,0.099,0.053,10.0,4.2
17.1,8.4,14.0,2.6,7.0,5.0,310,1.025,0.446,0.033,0.097,0.058,10.7,4.5
20.4,7.3,10.2,2.3,7.5,12.3,263,3.262,2.683,0.065,0.128,0.078,3.7,4.7
21.4,7.3,9.4,3.7,12.1,14.2,307,2.384,1.356,0.158,0.194,0.119,8.6,7.6
21.3,7.9,10.0,3.7,11.8,26.6,312,1.647,0.725,0.119,0.176,0.074,9.7,7.6
21.4,7.3,7.2,3.2,9.4,26.8,240,2.136,1.011,0.254,0.201,0.093,3.8,6.9
24.4,7.4,9.0,2.3,9.6,13.7,237,1.788,0.959,0.085,0.138,0.081,3.8,7.6
25.1,7.4,8.2,3.0,11.7,20.5,225,1.861,0.899,0.127,0.167,0.076,3.7,7.9
24.2,7.3,7.6,3.1,13.0,10.2,307,2.195,1.054,0.139,0.160,0.086,10.9,9.0
25.1,7.3,7.8,2.8,6.5,33.8,151,2.342,1.805,0.040,0.181,0.109,3.6,4.7
31.5,8.0,11.1,3.4,8.6,15.4,240,1.461,0.928,0.042,0.195,0.117,28.2,5.9
28.1,7.1,6.9,2.3,8.0,27.0,171,1.426,0.841,0.104,0.206,0.110,5.6,5.2
28.5,7.6,9.9,1.7,6.4,7.6,217,1.430,0.995,0.059,0.150,0.112,3.1,4.5
25.3,7.3,8.8,2.2,6.3,6.4,165,1.028,0.632,0.039,0.131,0.083,12.6,4.9
23.9,7.3,7.8,2.1,5.8,10.3,181,1.486,1.128,0.092,0.126,0.077,2.3,4.2
20.3,8.0,12.9,4.2,4.7,4.3,282,1.652,1.269,0.044,0.093,0.061,8.6,3.3
18.0,8.5,14.6,3.9,8.0,9.4,320,1.792,1.314,0.027,0.119,0.032,41.8,5.7
17.7,7.7,11.6,3.9,8.0,9.8,220,1.350,0.789,0.039,0.098,0.038,14.1,5.0
3.6,6.7,12.3,1.1,3.5,2.3,339,4.610,4.074,0.156,0.042,0.018,2.7,2.3
4.6,6.8,13.9,1.9,4.7,6.0,295,5.276,4.749,0.146,0.039,0.012,5.6,4.6
5.9,6.5,13.7,2.9,6.5,11.7,312,6.408,4.610,0.475,0.077,0.045,20.0,3.3
6.6,6.3,14.0,1.5,3.9,4.4,284,4.620,4.216,0.132,0.037,0.019,9.8,2.7
4.4,6.4,12.7,1.8,5.1,9.6,240,4.551,4.192,0.139,0.094,0.056,5.4,3.0
4.0,7.2,13.7,1.2,3.3,1.9,266,5.399,5.073,0.280,0.047,0.029,2.5,1.9
3.5,7.2,13.8,1.4,4.1,2.4,274,5.591,4.845,0.258,0.045,0.027,8.2,2.1
8.3,7.2,12.4,2.1,4.6,3.1,286,4.644,4.349,0.117,0.041,0.017,7.9,2.6
10.4,6.5,13.4,2.4,5.4,6.3,287,4.733,4.034,0.056,0.048,0.003,19.0,2.9
10.3,7.2,10.0,6.1,16.0,81.5,225,7.436,4.981,0.878,0.292,0.253,8.0,8.0
12.2,7.2,12.6,2.1,4.5,12.8,256,4.745,4.500,0.085,0.040,0.018,10.9,2.5
11.9,7.3,9.9,2.9,5.1,54.5,236,3.943,3.257,0.162,0.063,0.021,22.0,3.4
12.8,7.1,13.7,2.3,4.2,5.1,257,4.507,3.827,0.229,0.065,0.033,11.3,3.0
17.0,7.5,11.7,2.9,5.5,19.1,210,2.909,2.355,0.059,0.054,0.013,31.6,2.5
13.3,7.2,9.6,3.2,5.6,34.0,190,3.024,2.596,0.034,0.048,0.019,23.5,3.1
15.3,7.1,12.5,1.8,4.6,4.4,178,2.942,2.695,0.027,0.041,0.006,8.1,2.2
15.8,7.1,11.7,1.5,3.3,4.4,210,3.012,2.596,0.055,0.024,0.010,8.0,2.0
17.8,7.1,12.3,1.8,4.4,5.9,233,3.220,2.855,0.040,0.026,0.011,8.0,2.4
18.3,6.0,10.9,2.9,5.7,21.0,184,2.829,2.632,0.035,0.024,0.007,18.7,3.5
19.0,7.1,8.6,3.1,5.8,23.0,194,3.062,2.395,0.176,0.055,0.028,20.5,3.5
20.4,6.9,8.5,2.7,5.0,19.8,253,4.506,3.195,0.375,0.053,0.032,3.8,3.0
21.1,6.8,8.4,3.0,6.6,26.9,216,4.727,3.392,0.541,0.088,0.069,7.8,4.0
21.7,6.8,7.6,2.8,6.2,29.1,196,4.416,3.232,0.356,0.110,0.047,11.3,3.3
22.2,6.7,8.0,1.9,5.3,14.0,192,3.886,3.186,0.131,0.052,0.032,4.4,4.5
24.0,6.9,7.6,1.8,5.5,6.9,195,3.564,2.942,0.110,0.061,0.026,6.7,3.2
22.1,6.9,8.3,1.2,4.7,28.0,145,3.489,3.167,0.071,0.095,0.052,2.3,2.6
23.7,7.2,8.2,2.4,4.9,15.9,220,2.964,2.630,0.015,0.048,0.036,4.4,3.2
24.8,7.5,6.9,1.6,4.2,11.2,155,3.077,2.280,0.032,0.078,0.021,5.6,2.6
25.1,6.4,6.9,4.2,8.2,179.5,110,3.329,2.045,0.411,0.569,0.160,11.4,6.3
26.8,6.4,7.8,1.9,4.6,10.8,199,3.453,3.097,0.033,0.098,0.030,8.0,3.8
27.6,7.2,6.9,1.6,4.7,9.7,169,2.408,1.923,0.005,0.052,0.004,8.4,3.3
24.7,7.1,7.0,0.9,3.6,19.7,183,3.581,3.284,0.066,0.051,0.039,1.8,2.4
22.3,7.3,8.6,1.0,4.5,23.4,128,1.880,1.363,0.017,0.088,0.057,2.0,4.1
22.2,7.1,8.7,1.2,4.7,10.6,126,2.434,2.085,0.038,0.053,0.023,3.3,3.0
22.2,7.7,8.2,1.6,5.5,19.2,119,2.085,1.687,0.056,0.055,0.015,12.2,3.5
22.2,7.0,9.9,3.1,4.4,7.0,220,2.900,2.280,0.020,0.041,0.006,32.8,2.1
19.6,7.4,11.6,3.9,5.5,11.5,231,2.905,2.419,0.025,0.061,0.003,78.0,3.8
18.1,8.1,10.4,2.7,4.0,5.8,222,2.930,2.536,0.058,0.034,0.004,47.5,2.4
16.5,7.2,11.3,1.8,3.0,4.9,226,2.628,2.245,0.037,0.025,0.003,9.0,2.0
15.0,7.2,12.0,1.7,3.4,2.9,270,2.675,2.188,0.038,0.034,0.005,10.5,2.3
11.0,6.7,10.7,1.5,3.6,3.2,221,2.745,2.198,0.162,0.064,0.038,6.2,2.7
10.5,7.0,11.4,1.8,3.2,2.7,253,3.126,2.794,0.047,0.035,0.010,6.1,2.2
6.3,7.6,12.9,1.6,4.1,11.1,205,4.037,3.396,0.149,0.089,0.052,2.9,3.4
7.7,7.7,10.7,2.2,3.4,2.5,609,5.126,4.302,0.036,0.032,0.013,3.2,2.7
7.2,7.6,13.5,1.7,3.3,4.2,229,4.531,3.769,0.125,0.038,0.015,8.8,2.4
6.1,7.4,13.8,1.2,2.8,2.0,397,4.430,4.234,0.058,0.028,0.013,4.6,2.2
5.9,7.0,12.7,2.0,3.3,2.8,469,3.381,3.120,0.175,0.047,0.013,2.6,2.6
2.8,7.8,14.6,1.3,3.5,2.5,399,4.153,4.016,0.091,0.037,0.008,2.4,2.4
6.0,7.0,14.8,2.3,4.1,2.7,355,4.060,3.414,0.180,0.042,0.015,8.6,2.7
5.9,7.6,14.1,3.5,5.0,5.9,346,4.584,3.632,0.110,0.052,0.010,22.5,1.9
2.0,7.3,13.8,2.7,4.7,3.5,288,3.684,2.867,0.285,0.062,0.018,8.2,3.1
5.6,7.5,15.5,1.7,4.6,3.6,315,3.557,2.792,0.273,0.068,0.034,13.1,2.5
7.7,7.1,13.7,3.1,4.7,7.3,247,2.930,2.680,0.010,0.051,0.004,24.6,2.6
7.4,7.8,15.8,5.1,6.1,15.9,290,2.846,2.290,0.000,0.068,0.003,40.9,3.9
8.1,8.5,16.2,7.0,9.8,24.3,299,3.140,2.227,0.002,0.115,0.004,38.4,7.0
7.5,8.8,14.3,8.2,11.2,29.3,283,3.083,2.066,0.039,0.116,0.007,175.1,7.2
12.1,7.7,12.5,5.3,6.7,16.4,282,3.333,0.609,0.051,0.100,0.013,33.0,4.9
13.2,7.2,14.6,4.6,7.1,22.9,341,3.227,2.039,0.089,0.102,0.004,25.5,5.7
15.2,7.4,14.5,3.8,6.0,13.5,147,4.151,3.429,0.014,0.064,0.007,50.8,3.8
13.4,7.9,13.1,2.6,4.1,9.7,289,3.989,3.836,0.037,0.057,0.003,39.3,2.7
17.8,7.9,12.6,5.6,7.4,13.9,293,2.879,2.152,0.101,0.078,0.011,26.2,4.2
16.0,7.6,9.7,2.7,4.9,11.5,240,2.578,2.069,0.086,0.069,0.009,31.5,3.4
19.6,7.5,8.5,2.6,6.1,9.6,224,2.943,1.954,0.193,0.107,0.053,14.2,4.7
17.0,7.6,10.6,0.9,4.1,7.0,211,2.784,1.858,0.046,0.052,0.012,9.0,3.4
18.9,6.9,9.3,2.4,6.2,22.3,223,2.345,1.623,0.046,0.102,0.024,14.4,4.3
22.0,7.1,6.5,2.3,6.0,7.4,232,3.292,2.159,0.174,0.112,0.061,7.0,5.3
21.4,7.0,7.2,3.3,5.2,12.8,167,4.145,2.844,0.500,0.086,0.035,13.9,4.9
21.7,7.1,7.4,2.4,5.6,7.2,224,3.235,2.273,0.094,0.062,0.027,9.0,4.1
22.5,7.6,7.4,1.8,6.5,6.8,225,2.833,1.930,0.130,0.070,0.033,10.8,4.6
21.6,7.3,6.1,1.4,5.3,8.9,256,2.799,2.250,0.054,0.082,0.041,9.9,4.7
23.7,7.4,6.7,1.8,4.8,8.2,234,2.574,2.010,0.058,0.052,0.018,27.9,3.7
24.9,7.8,6.5,1.3,4.6,17.3,182,2.937,2.770,0.088,0.073,0.026,5.7,2.7
25.8,7.3,8.3,1.5,6.0,14.6,180,2.193,1.610,0.028,0.057,0.004,12.7,3.7
23.7,7.0,8.1,2.2,4.0,10.1,179,2.495,2.090,0.021,0.057,0.019,2.2,2.7
22.8,7.1,8.9,1.7,6.1,11.4,131,2.473,1.710,0.018,0.079,0.005,7.4,3.4
23.0,6.8,8.6,1.3,4.3,14.0,132,2.391,1.900,0.020,0.067,0.010,3.9,4.7
22.3,7.3,8.2,1.4,3.7,7.6,172,3.360,2.730,0.032,0.064,0.023,1.5,2.6
21.7,7.1,10.1,0.9,3.0,5.8,177,2.938,2.330,0.062,0.042,0.019,5.5,2.3
20.8,7.2,9.4,1.3,3.7,10.3,144,2.157,1.620,0.034,0.038,0.005,2.9,2.7
20.9,6.6,8.4,1.3,4.6,10.7,135,1.721,1.230,0.050,0.023,0.004,1.9,2.9
19.6,7.0,10.4,1.6,3.7,4.9,211,2.531,1.850,0.034,0.026,0.004,4.1,2.5
17.3,7.7,9.2,2.6,4.2,6.9,227,2.349,1.630,0.038,0.032,0.006,5.7,3.0
18.1,6.5,9.6,2.8,3.9,9.1,208,2.273,1.740,0.024,0.044,0.004,7.3,2.8
15.8,7.4,10.4,1.4,2.8,8.8,199,2.674,2.330,0.053,0.047,0.020,5.4,2.2
12.3,7.1,12.3,1.1,3.4,6.4,183,2.428,1.650,0.041,0.045,0.014,8.8,2.5
11.7,6.3,12.3,0.9,2.9,4.2,184,2.228,1.710,0.039,0.031,0.012,5.0,2.2
12.1,7.8,10.3,2.0,5.2,37.4,167,1.758,0.960,0.109,0.082,0.012,14.8,3.3
10.6,6.7,11.5,1.3,3.8,15.5,156,2.242,0.760,0.110,0.056,0.016,6.9,2.9
6.4,7.1,12.4,1.1,4.1,31.5,154,2.399,1.870,0.064,0.060,0.015,2.6,2.5
6.4,7.3,12.1,2.3,4.6,35.1,210,3.078,2.167,0.275,0.118,0.039,7.8,3.1
4.2,6.5,13.8,1.7,3.4,40.4,183,2.708,2.246,0.116,0.132,0.012,4.5,2.2
4.8,6.5,12.2,1.2,2.8,15.1,183,2.773,2.304,0.112,0.055,0.011,3.5,2.2
5.6,7.6,10.7,1.5,3.5,14.8,171,2.426,1.775,0.135,0.060,0.015,7.7,2.5
4.2,7.4,14.0,1.4,2.9,6.2,155,2.360,1.868,0.142,0.033,0.011,2.4,2.1
2.6,7.2,13.8,1.5,3.0,2.7,145,2.104,1.735,0.076,0.026,0.006,2.6,2.2
7.2,7.9,12.2,2.2,3.2,18.0,175,2.616,1.928,0.144,0.046,0.017,7.2,2.2
5.9,8.1,12.0,1.5,2.9,4.1,168,2.483,1.696,0.096,0.037,0.011,3.3,2.3
11.4,8.0,13.4,1.6,3.1,9.4,181,2.598,1.990,0.171,0.048,0.012,4.1,2.4
11.3,7.9,10.3,1.1,3.4,9.4,158,1.945,1.404,0.087,0.042,0.009,3.2,2.3
14.2,7.5,10.0,2.5,4.3,21.3,198,2.651,2.032,0.113,0.065,0.013,18.1,2.6
11.1,7.4,11.5,1.2,2.9,11.0,148,2.017,1.403,0.057,0.038,0.009,3.3,2.3
13.8,7.7,10.1,1.4,4.0,18.4,171,2.127,1.558,0.082,0.061,0.016,7.6,2.4
14.7,7.3,10.3,1.3,4.1,7.9,173,2.257,1.736,0.110,0.044,0.013,4.7,2.3
17.4,7.9,10.6,2.5,4.2,11.6,199,2.322,1.770,0.056,0.061,0.013,17.0,2.8
16.8,7.5,10.6,0.8,3.5,7.7,187,2.381,1.837,0.044,0.047,0.011,6.3,2.4
18.0,7.5,9.1,2.5,6.3,15.7,164,2.794,2.018,0.214,0.180,0.093,6.9,4.2
16.1,6.8,5.5,2.0,4.4,11.7,169,2.091,1.614,0.028,0.050,0.005,24.7,2.8
20.3,7.2,10.1,2.7,4.4,10.3,208,2.460,1.619,0.065,0.059,0.009,6.9,3.4
19.8,7.0,9.7,1.8,4.5,13.1,189,2.465,1.748,0.183,0.063,0.010,4.4,2.8
19.8,7.0,7.5,2.2,5.3,18.6,201,2.594,1.600,0.181,0.073,0.017,6.4,3.6
21.9,8.3,9.7,2.5,4.2,12.5,210,2.798,1.902,0.227,0.064,0.022,5.9,3.1
22.6,6.6,7.6,1.6,4.9,6.3,215,2.981,2.400,0.065,0.060,0.018,4.2,3.5
21.6,7.6,7.1,1.8,4.9,5.9,213,2.960,1.898,0.152,0.070,0.022,5.7,3.4
21.3,6.6,7.8,1.8,4.8,5.3,223,2.790,2.089,0.065,0.073,0.024,13.0,4.2
24.5,7.1,7.1,0.9,5.3,8.7,248,3.895,3.271,0.078,0.092,0.051,4.3,4.0
24.9,6.8,5.8,2.0,5.3,11.9,215,3.066,2.279,0.118,0.125,0.055,7.6,3.5
25.2,5.9,5.5,1.5,4.0,2.8,276,3.919,3.228,0.045,0.055,0.027,5.1,3.1
22.2,7.4,7.6,2.1,5.0,9.2,202,3.371,2.261,0.075,0.137,0.053,6.5,3.1
24.3,7.3,6.8,1.2,4.2,7.3,197,2.679,1.833,0.030,0.083,0.031,5.0,2.9
23.0,6.7,5.5,0.8,3.2,15.2,257,3.954,2.264,0.061,0.104,0.029,2.5,2.6
23.8,6.7,6.9,2.1,4.2,10.3,200,2.309,1.336,0.038,0.101,0.026,7.7,3.0
23.0,6.6,6.6,1.6,4.2,12.0,247,3.060,2.296,0.064,0.109,0.046,6.9,3.3
20.9,6.8,8.6,1.2,4.0,9.6,184,2.227,1.564,0.020,0.056,0.015,3.3,3.5
20.5,6.9,7.6,1.2,4.0,9.4,197,2.355,1.648,0.056,0.069,0.016,9.1,2.9
19.8,7.2,7.7,1.0,3.5,5.2,246,2.478,1.852,0.057,0.053,0.016,2.1,2.7
17.8,7.1,9.8,1.6,4.0,16.9,242,2.428,1.593,0.024,0.057,0.013,7.5,2.9
19.2,6.8,10.2,1.6,4.0,3.6,273,1.592,1.139,0.057,0.048,0.004,24.2,3.2
17.5,6.6,8.8,1.5,3.6,5.0,192,1.238,0.770,0.047,0.053,0.010,6.2,3.8
13.9,7.1,12.3,1.4,3.6,2.6,252,1.652,1.455,0.037,0.037,0.008,6.6,4.4
14.4,6.6,7.2,1.8,5.6,3.0,261,2.951,1.942,0.271,0.104,0.038,4.6,4.9
15.3,7.2,9.2,2.0,5.7,4.3,289,4.667,1.890,0.222,0.090,0.048,4.8,4.6
10.5,7.3,12.6,2.2,3.0,1.2,324,4.762,4.025,0.019,0.029,0.011,2.1,1.2
8.4,6.9,13.0,1.1,2.9,1.2,326,4.601,4.385,0.013,0.032,0.015,1.4,1.2
9.4,7.1,9.9,2.2,4.4,2.5,298,4.297,3.859,0.006,0.059,0.015,2.8,2.5
3.3,7.2,14.2,1.6,2.8,2.0,279,4.158,3.043,0.132,0.032,0.015,4.7,3.3
2.4,7.5,17.2,3.9,7.9,33.5,344,4.696,3.357,0.603,0.347,0.213,13.8,6.9
3.4,6.2,15.9,1.0,3.0,2.1,257,5.287,4.579,0.106,0.036,0.020,2.9,2.8
4.0,7.4,13.8,1.5,3.8,6.3,226,2.565,2.217,0.028,0.024,0.002,13.7,3.4
6.0,7.4,11.6,1.4,3.5,6.5,180,2.951,2.700,0.078,0.023,0.008,7.2,2.4
7.2,7.6,13.2,2.9,4.3,13.2,201,3.427,2.410,0.089,0.053,0.012,5.8,3.0
8.2,7.0,12.5,1.8,4.2,9.4,174,2.508,1.949,0.036,0.038,0.007,6.9,3.1
6.4,6.9,11.9,1.4,6.5,5.4,189,2.638,2.209,0.058,0.026,0.006,4.7,3.1
11.2,7.1,11.2,1.5,3.8,6.9,180,2.526,2.076,0.047,0.037,0.006,7.5,2.9
12.5,7.3,13.0,2.2,4.2,10.9,211,2.684,2.247,0.052,0.050,0.006,5.3,3.0
15.0,7.1,12.2,2.6,4.9,11.0,259,2.494,2.209,0.082,0.034,0.012,8.5,3.5
14.3,7.2,10.5,1.7,3.9,11.4,112,2.323,1.935,0.059,0.058,0.010,7.8,3.0
14.2,7.2,11.9,1.1,4.3,9.5,159,2.041,1.729,0.033,0.040,0.011,4.8,3.2
16.4,7.5,10.7,1.7,5.4,32.0,149,2.209,1.703,0.025,0.069,0.003,15.7,3.5
16.6,7.6,8.2,2.3,7.2,57.6,148,2.545,1.768,0.082,0.203,0.072,21.8,5.4
16.1,6.8,11.4,2.4,5.2,20.4,208,4.042,2.943,0.193,0.132,0.065,6.4,3.9
19.2,7.0,9.1,2.4,4.2,9.7,226,2.944,2.350,0.035,0.038,0.013,5.5,3.3
19.6,6.7,7.7,3.1,5.5,33.3,202,3.552,2.574,0.248,0.127,0.044,14.1,4.7
19.4,7.1,8.3,2.3,5.9,11.6,214,3.419,2.194,0.368,0.097,0.041,3.9,4.8
19.9,7.2,8.3,1.8,5.2,12.3,218,3.774,2.568,0.210,0.084,0.031,4.9,3.9
21.8,6.8,8.2,1.9,5.2,13.2,190,3.028,2.551,0.089,0.079,0.025,4.9,4.0
22.0,6.9,8.7,1.6,5.5,10.4,194,2.467,1.646,0.145,0.074,0.023,4.5,4.2
21.3,7.2,9.8,1.6,4.2,21.9,223,3.019,2.493,0.127,0.088,0.024,5.5,4.0
23.0,6.9,9.1,2.0,5.4,22.2,122,2.163,1.336,0.057,0.091,0.038,7.8,4.7
24.0,7.0,7.2,1.9,6.3,54.7,146,3.222,2.830,0.145,0.254,0.108,13.8,5.2
24.7,7.3,7.8,1.1,4.8,11.9,185,2.838,2.350,0.056,0.061,0.027,8.1,3.3
23.8,7.4,8.5,1.5,5.0,12.6,142,2.092,1.617,0.084,0.071,0.024,4.1,3.6
25.3,6.8,7.8,1.3,4.3,7.1,153,2.016,1.582,0.041,0.056,0.026,2.0,3.2
26.0,7.9,8.5,1.0,4.3,7.2,194,1.744,1.361,0.057,0.055,0.022,4.9,3.8
26.4,6.8,6.6,1.1,5.2,5.4,181,2.352,1.459,0.064,0.050,0.023,10.2,3.8
21.9,6.9,7.3,1.1,5.1,5.5,183,2.432,1.823,0.060,0.068,0.012,5.2,3.6
24.4,7.3,6.4,1.7,4.5,8.2,178,1.937,1.354,0.080,0.053,0.026,7.5,4.1
21.0,7.1,8.8,1.0,3.2,6.1,238,3.767,3.074,0.097,0.071,0.022,2.6,2.8
24.7,6.9,9.4,1.0,3.6,4.8,274,3.653,3.243,0.055,0.046,0.015,3.8,2.5
21.1,7.7,8.8,2.4,11.5,57.3,122,2.733,1.761,0.073,0.440,0.262,8.5,6.6
18.2,7.7,10.9,1.3,5.8,11.5,177,1.979,1.080,0.020,0.047,0.024,22.8,3.8
19.2,7.2,9.9,2.2,7.8,12.8,128,2.153,1.440,0.018,0.080,0.004,47.2,6.4
18.1,7.6,9.3,2.6,7.4,15.6,197,2.683,0.815,0.287,0.082,0.012,30.2,5.5
12.1,7.7,11.4,1.5,4.8,6.1,148,2.209,1.132,0.047,0.042,0.007,9.4,3.3
13.5,7.5,11.5,1.8,5.2,9.3,171,2.228,1.670,0.048,0.053,0.018,14.0,3.0
14.0,7.8,10.4,1.7,5.3,9.3,211,2.927,2.286,0.149,0.093,0.035,8.3,3.4
12.0,6.5,10.4,1.6,5.1,15.1,185,2.380,2.003,0.079,0.093,0.023,11.9,3.2
7.6,7.7,11.9,1.3,4.0,2.5,227,3.092,2.635,0.125,0.051,0.027,3.9,2.9
7.3,7.6,14.4,1.1,4.0,2.8,250,3.163,2.503,0.051,0.033,0.017,5.8,2.5
7.0,7.7,13.5,1.2,4.2,2.7,203,2.557,2.069,0.110,0.036,0.013,5.1,2.8
6.5,7.2,14.1,1.3,4.4,3.0,248,2.256,1.823,0.094,0.045,0.015,6.4,2.8
3.8,8.2,13.1,1.5,4.5,3.7,134,1.735,1.317,0.101,0.034,0.002,6.9,3.0
2.9,7.2,15.6,1.5,4.3,4.4,157,1.769,1.389,0.116,0.035,0.007,5.6,3.0
3.9,7.3,14.1,1.6,4.9,4.3,155,1.707,1.350,0.112,0.039,0.013,7.2,3.4
4.9,8.3,13.8,1.9,5.4,5.0,166,1.774,1.375,0.100,0.033,0.015,10.5,3.5
6.1,7.0,11.7,2.2,5.1,6.9,236,2.804,2.139,0.137,0.047,0.013,12.6,3.9
7.0,6.6,10.5,3.1,6.1,6.9,274,3.641,3.255,0.223,0.062,0.003,22.5,4.3
6.1,7.5,14.5,2.4,5.4,6.2,221,2.511,2.171,0.096,0.044,0.008,10.8,3.6
9.3,7.8,13.7,2.6,5.7,9.7,237,2.433,1.872,0.119,0.050,0.009,13.8,3.7
