WT,pH,EC,DO,BOD,COD,SS,TN,TP,TOC,Flowrate,
6.7 ,7.6 ,419 ,13.5 ,0.6 ,3.5 ,1.6 ,3.540 ,0.010 ,2.0 ,0.661 ,
4.6 ,7.6 ,416 ,14.5 ,0.6 ,3.6 ,1.2 ,3.310 ,0.010 ,1.8 ,0.337 ,
1.0 ,7.7 ,436 ,16.4 ,1.5 ,4.1 ,6.0 ,3.366 ,0.010 ,2.5 ,0.262 ,
3.1 ,7.8 ,451 ,15.3 ,0.6 ,3.4 ,1.8 ,3.707 ,0.010 ,2.0 ,0.173 ,
4.4 ,7.9 ,451 ,13.7 ,0.4 ,3.9 ,1.2 ,3.692 ,0.016 ,2.1 ,0.267 ,
3.2 ,7.9 ,415 ,13.7 ,1.3 ,4.7 ,2.6 ,3.054 ,0.017 ,2.7 ,0.754 ,
6.9 ,8.1 ,438 ,13.7 ,1.6 ,4.9 ,4.6 ,4.557 ,0.014 ,2.8 ,0.337 ,
9.2 ,7.6 ,238 ,11.6 ,2.1 ,10.8 ,18.8 ,5.542 ,0.070 ,8.0 ,11.446 ,
8.0 ,7.8 ,358 ,12.1 ,0.7 ,4.2 ,3.2 ,6.729 ,0.015 ,3.1 ,2.007 ,
11.5 ,7.9 ,377 ,11.7 ,1.4 ,4.4 ,4.4 ,5.579 ,0.009 ,2.8 ,1.163 ,
13.3 ,8.0 ,388 ,10.9 ,1.2 ,4.4 ,9.6 ,4.492 ,0.022 ,2.8 ,0.733 ,
13.4 ,7.7 ,384 ,9.5 ,2.2 ,4.5 ,14.6 ,3.119 ,0.017 ,3.4 ,0.840 ,
14.4 ,8.2 ,303 ,11.6 ,0.9 ,5.8 ,13.8 ,5.303 ,0.024 ,4.2 ,3.189 ,
16.8 ,8.8 ,298 ,10.8 ,1.7 ,5.6 ,5.2 ,4.854 ,0.017 ,3.8 ,4.789 ,
18.5 ,8.5 ,289 ,10.4 ,1.3 ,6.3 ,7.4 ,4.802 ,0.017 ,4.2 ,4.114 ,
18.2 ,7.7 ,339 ,8.3 ,1.5 ,5.1 ,7.8 ,4.233 ,0.017 ,3.4 ,1.318 ,
19.6 ,7.9 ,335 ,7.1 ,1.4 ,5.4 ,11.4 ,3.070 ,0.017 ,3.3 ,1.384 ,
21.2 ,7.8 ,359 ,9.0 ,2.0 ,5.9 ,12.0 ,2.520 ,0.028 ,4.2 ,0.389 ,
23.1 ,7.5 ,373 ,6.5 ,0.9 ,3.9 ,3.2 ,1.725 ,0.013 ,2.3 ,0.096 ,
25.9 ,8.1 ,383 ,8.5 ,1.2 ,5.8 ,13.4 ,1.518 ,0.021 ,4.1 ,0.285 ,
24.7 ,7.3 ,380 ,6.5 ,0.8 ,3.7 ,3.4 ,0.962 ,0.015 ,2.4 ,0.061 ,
26.8 ,8.1 ,390 ,8.7 ,2.2 ,5.6 ,4.4 ,0.952 ,0.020 ,3.6 ,0.163 ,
21.2 ,7.4 ,271 ,8.0 ,1.7 ,9.3 ,18.8 ,4.900 ,0.103 ,7.0 ,11.442 ,
26.8 ,7.8 ,352 ,8.6 ,1.3 ,6.1 ,4.6 ,7.990 ,0.039 ,4.4 ,4.474 ,
25.4 ,8.0 ,389 ,8.3 ,1.1 ,4.9 ,4.2 ,6.868 ,0.019 ,3.7 ,2.011 ,
30.7 ,8.4 ,379 ,8.0 ,1.6 ,4.1 ,4.0 ,1.788 ,0.022 ,2.8 ,0.209 ,
28.1 ,7.6 ,383 ,8.0 ,0.7 ,3.0 ,0.4 ,1.196 ,0.016 ,1.9 ,0.027 ,
24.1 ,7.8 ,306 ,8.2 ,0.5 ,8.5 ,4.8 ,4.685 ,0.043 ,6.7 ,7.437 ,
20.6 ,7.6 ,290 ,9.2 ,0.7 ,7.4 ,4.0 ,5.890 ,0.045 ,6.2 ,11.861 ,
22.0 ,7.8 ,369 ,8.6 ,0.8 ,4.7 ,2.0 ,5.978 ,0.020 ,3.5 ,2.454 ,
20.3 ,7.6 ,369 ,8.1 ,0.5 ,4.7 ,4.0 ,4.714 ,0.028 ,3.2 ,2.479 ,
17.9 ,7.5 ,217 ,9.9 ,0.4 ,8.2 ,3.2 ,3.512 ,0.041 ,5.9 ,12.615 ,
18.3 ,7.8 ,328 ,9.5 ,0.5 ,4.2 ,1.8 ,4.532 ,0.015 ,3.1 ,2.196 ,
17.9 ,7.7 ,358 ,9.3 ,0.5 ,3.8 ,0.8 ,4.392 ,0.012 ,2.7 ,1.052 ,
13.0 ,7.9 ,377 ,11.5 ,0.3 ,3.5 ,0.6 ,4.247 ,0.013 ,2.4 ,0.572 ,
13.0 ,8.1 ,371 ,12.4 ,0.5 ,3.4 ,1.2 ,3.910 ,0.008 ,2.3 ,0.560 ,
12.3 ,7.9 ,364 ,11.7 ,0.7 ,3.6 ,0.8 ,3.773 ,0.005 ,2.5 ,0.888 ,
6.3 ,8.0 ,389 ,13.2 ,0.7 ,3.7 ,0.3 ,3.934 ,0.009 ,2.5 ,0.528 ,
5.4 ,7.7 ,400 ,14.7 ,0.8 ,3.4 ,0.8 ,3.889 ,0.005 ,2.3 ,0.439 ,
4.5 ,7.6 ,359 ,13.1 ,0.7 ,3.8 ,0.3 ,4.514 ,0.012 ,2.6 ,0.833 ,
2.8 ,7.5 ,373 ,14.6 ,0.6 ,3.5 ,2.0 ,4.506 ,0.010 ,2.5 ,0.540 ,
5.2 ,7.7 ,376 ,12.5 ,1.1 ,3.7 ,1.6 ,4.418 ,0.009 ,2.6 ,0.233 ,
5.2 ,7.7 ,391 ,13.8 ,0.8 ,3.9 ,1.8 ,4.282 ,0.008 ,2.5 ,0.226 ,
6.8 ,7.7 ,393 ,12.6 ,1.2 ,4.0 ,2.4 ,4.202 ,0.014 ,2.9 ,0.269 ,
7.3 ,7.5 ,408 ,11.9 ,1.1 ,4.0 ,10.2 ,3.558 ,0.014 ,2.8 ,0.443 ,
11.9 ,7.8 ,386 ,11.2 ,1.5 ,4.8 ,10.2 ,2.855 ,0.014 ,3.2 ,0.259 ,
11.3 ,7.8 ,387 ,10.7 ,1.6 ,5.0 ,8.4 ,2.548 ,0.022 ,3.0 ,0.527 ,
13.5 ,7.8 ,384 ,10.7 ,1.3 ,4.8 ,6.2 ,2.531 ,0.018 ,3.4 ,0.865 ,
14.4 ,7.7 ,318 ,9.7 ,0.9 ,5.4 ,2.8 ,2.990 ,0.017 ,3.2 ,3.083 ,
15.3 ,7.8 ,278 ,9.0 ,1.3 ,5.0 ,2.4 ,3.617 ,0.015 ,3.7 ,2.705 ,
18.7 ,8.1 ,288 ,10.0 ,0.7 ,4.6 ,6.4 ,3.430 ,0.016 ,3.3 ,1.963 ,
20.7 ,8.4 ,321 ,9.2 ,1.6 ,4.7 ,4.8 ,1.636 ,0.023 ,3.3 ,0.392 ,
20.3 ,7.7 ,345 ,11.4 ,1.7 ,4.2 ,4.4 ,1.635 ,0.017 ,2.9 ,0.155 ,
21.7 ,7.7 ,355 ,7.1 ,0.3 ,3.4 ,2.4 ,1.287 ,0.015 ,2.0 ,0.047 ,
21.5 ,7.7 ,375 ,7.4 ,1.3 ,5.0 ,3.2 ,0.728 ,0.017 ,3.9 ,0.184 ,
23.1 ,7.5 ,384 ,6.9 ,0.5 ,3.5 ,0.8 ,0.527 ,0.009 ,2.4 ,0.058 ,
23.6 ,7.7 ,399 ,8.7 ,0.8 ,3.4 ,0.4 ,0.389 ,0.008 ,2.3 ,0.039 ,
22.9 ,7.3 ,407 ,7.6 ,0.3 ,3.4 ,0.8 ,0.306 ,0.007 ,2.2 ,0.039 ,
25.3 ,7.3 ,277 ,7.6 ,1.8 ,12.2 ,33.6 ,4.628 ,0.150 ,9.3 ,14.692 ,
26.4 ,7.4 ,325 ,7.5 ,0.9 ,6.5 ,7.8 ,5.736 ,0.046 ,5.4 ,6.315 ,
26.8 ,7.7 ,314 ,8.7 ,0.7 ,7.9 ,10.2 ,4.801 ,0.054 ,5.8 ,6.275 ,
24.7 ,7.9 ,317 ,7.3 ,1.3 ,6.8 ,7.4 ,4.361 ,0.056 ,4.8 ,5.299 ,
27.4 ,7.8 ,306 ,8.2 ,0.5 ,5.1 ,4.2 ,4.633 ,0.054 ,4.0 ,5.397 ,
26.5 ,7.9 ,310 ,8.7 ,0.6 ,5.4 ,3.6 ,3.951 ,0.042 ,4.0 ,3.306 ,
23.0 ,7.8 ,369 ,9.0 ,1.3 ,4.5 ,5.6 ,4.144 ,0.016 ,3.3 ,1.080 ,
22.2 ,7.6 ,353 ,8.0 ,1.3 ,4.7 ,13.2 ,3.456 ,0.028 ,3.6 ,3.020 ,
22.9 ,7.4 ,380 ,8.8 ,0.8 ,4.8 ,4.0 ,3.312 ,0.016 ,3.0 ,1.101 ,
23.5 ,7.3 ,377 ,8.2 ,0.8 ,4.3 ,4.4 ,2.556 ,0.013 ,3.1 ,1.012 ,
21.4 ,7.6 ,366 ,7.4 ,0.7 ,4.3 ,3.4 ,2.286 ,0.014 ,2.9 ,1.559 ,
17.6 ,7.5 ,329 ,9.4 ,0.6 ,5.0 ,4.4 ,2.731 ,0.019 ,3.2 ,3.308 ,
16.6 ,7.8 ,351 ,10.3 ,0.6 ,4.2 ,2.4 ,2.460 ,0.015 ,2.7 ,1.283 ,
13.6 ,7.5 ,364 ,11.1 ,0.7 ,3.7 ,2.8 ,2.272 ,0.010 ,2.1 ,1.050 ,
11.0 ,7.8 ,368 ,11.9 ,0.9 ,4.1 ,5.0 ,2.375 ,0.012 ,2.3 ,0.750 ,
6.7 ,7.1 ,377 ,12.8 ,0.7 ,3.8 ,6.8 ,2.349 ,0.014 ,2.3 ,0.719 ,
7.6 ,7.8 ,383 ,13.1 ,0.8 ,3.7 ,1.0 ,2.431 ,0.011 ,2.2 ,0.358 ,
5.7 ,7.6 ,403 ,14.3 ,0.5 ,3.6 ,1.8 ,2.668 ,0.009 ,2.5 ,0.703 ,
3.1 ,7.9 ,418 ,15.1 ,1.0 ,4.1 ,4.0 ,2.911 ,0.008 ,2.4 ,0.124 ,
4.3 ,7.4 ,430 ,15.1 ,1.0 ,4.1 ,1.4 ,2.979 ,0.008 ,2.4 ,0.130 ,
3.8 ,7.7 ,267 ,13.4 ,1.0 ,2.7 ,4.6 ,3.049 ,0.036 ,1.2 ,6.130 ,
4.5 ,7.6 ,238 ,13.7 ,1.1 ,2.7 ,6.0 ,3.116 ,0.035 ,1.3 ,6.222 ,
2.5 ,7.4 ,203 ,13.5 ,1.3 ,3.1 ,4.9 ,2.638 ,0.030 ,1.6 ,7.888 ,
6.4 ,7.6 ,172 ,12.0 ,1.3 ,3.9 ,7.0 ,3.139 ,0.041 ,2.2 ,19.489 ,
6.7 ,7.7 ,195 ,11.8 ,1.7 ,3.4 ,7.4 ,3.242 ,0.025 ,1.7 ,8.284 ,
6.4 ,7.7 ,199 ,11.8 ,0.7 ,3.3 ,6.0 ,3.220 ,0.033 ,1.6 ,7.782 ,
10.4 ,7.4 ,213 ,12.6 ,1.6 ,3.9 ,7.4 ,2.893 ,0.037 ,2.0 ,8.178 ,
11.7 ,7.4 ,223 ,12.8 ,1.1 ,3.1 ,6.9 ,2.527 ,0.028 ,1.6 ,4.950 ,
13.3 ,7.2 ,132 ,11.8 ,1.9 ,5.5 ,29.3 ,3.601 ,0.076 ,3.0 ,74.276 ,
11.9 ,7.5 ,162 ,12.6 ,1.0 ,3.7 ,10.0 ,3.469 ,0.033 ,1.5 ,11.144 ,
15.4 ,7.7 ,182 ,11.5 ,2.0 ,3.9 ,7.4 ,3.325 ,0.050 ,1.9 ,2.378 ,
14.7 ,7.3 ,202 ,11.3 ,2.0 ,3.9 ,11.0 ,3.328 ,0.060 ,1.8 ,33.972 ,
16.7 ,7.7 ,139 ,11.1 ,2.4 ,3.7 ,14.6 ,2.780 ,0.034 ,2.0 ,5.117 ,
17.1 ,8.3 ,158 ,11.1 ,2.8 ,4.4 ,9.0 ,2.501 ,0.048 ,2.5 ,14.827 ,
20.9 ,9.1 ,145 ,10.5 ,3.4 ,4.7 ,9.4 ,2.159 ,0.039 ,2.6 ,7.381 ,
23.1 ,8.5 ,150 ,9.4 ,2.1 ,4.7 ,8.6 ,1.876 ,0.041 ,2.2 ,7.994 ,
24.1 ,7.5 ,162 ,8.5 ,2.7 ,4.9 ,12.0 ,2.016 ,0.061 ,2.6 ,6.775 ,
24.1 ,7.3 ,163 ,8.7 ,2.3 ,5.1 ,16.0 ,2.201 ,0.055 ,2.3 ,5.000 ,
25.1 ,8.7 ,148 ,8.7 ,4.4 ,6.0 ,10.0 ,2.703 ,0.061 ,3.5 ,9.382 ,
24.5 ,8.4 ,167 ,8.7 ,2.1 ,4.9 ,9.2 ,2.060 ,0.042 ,2.8 ,6.734 ,
26.2 ,7.5 ,172 ,7.3 ,2.0 ,4.5 ,13.4 ,2.312 ,0.050 ,2.3 ,6.500 ,
26.4 ,7.2 ,165 ,7.1 ,1.2 ,3.8 ,5.8 ,2.253 ,0.051 ,2.5 ,11.012 ,
26.7 ,8.1 ,164 ,7.1 ,2.6 ,5.0 ,8.4 ,1.531 ,0.044 ,2.6 ,7.571 ,
23.6 ,7.3 ,122 ,7.5 ,1.1 ,5.6 ,18.8 ,3.771 ,0.088 ,2.9 ,283.648 ,
28.9 ,8.9 ,161 ,6.8 ,3.8 ,5.5 ,11.6 ,2.949 ,0.053 ,3.2 ,11.027 ,
29.1 ,7.7 ,182 ,6.6 ,2.6 ,4.1 ,5.8 ,2.463 ,0.046 ,2.8 ,5.871 ,
33.0 ,9.4 ,189 ,10.9 ,5.3 ,7.4 ,9.2 ,1.423 ,0.050 ,4.2 ,3.489 ,
26.2 ,7.6 ,143 ,7.6 ,1.0 ,4.9 ,8.0 ,2.574 ,0.081 ,3.0 ,42.412 ,
25.8 ,8.9 ,168 ,10.2 ,2.6 ,4.7 ,9.0 ,2.110 ,0.043 ,3.0 ,8.394 ,
24.9 ,8.3 ,196 ,11.3 ,2.0 ,4.2 ,5.2 ,2.122 ,0.047 ,2.7 ,7.184 ,
28.5 ,8.5 ,197 ,9.4 ,2.2 ,4.3 ,3.2 ,1.196 ,0.038 ,2.4 ,5.719 ,
23.5 ,8.2 ,196 ,9.7 ,1.1 ,4.4 ,3.8 ,1.938 ,0.037 ,2.7 ,7.139 ,
21.0 ,7.7 ,166 ,9.3 ,0.7 ,4.0 ,5.8 ,2.812 ,0.047 ,2.4 ,11.674 ,
18.4 ,7.9 ,180 ,11.0 ,0.7 ,3.3 ,3.0 ,2.598 ,0.037 ,2.1 ,5.451 ,
17.1 ,8.7 ,208 ,12.0 ,1.8 ,3.8 ,3.2 ,2.301 ,0.022 ,2.1 ,3.213 ,
16.2 ,8.5 ,232 ,12.9 ,1.0 ,3.9 ,5.2 ,2.203 ,0.029 ,2.3 ,3.929 ,
12.3 ,8.5 ,238 ,12.5 ,2.1 ,4.8 ,9.6 ,2.383 ,0.039 ,2.8 ,4.431 ,
10.2 ,8.1 ,236 ,12.1 ,1.4 ,3.7 ,6.6 ,2.191 ,0.025 ,2.0 ,3.231 ,
10.0 ,7.9 ,274 ,12.0 ,0.9 ,3.3 ,3.8 ,2.365 ,0.045 ,1.8 ,10.585 ,
7.1 ,7.8 ,251 ,11.9 ,1.6 ,3.7 ,2.8 ,2.488 ,0.044 ,2.0 ,4.487 ,
7.4 ,7.9 ,287 ,12.7 ,0.8 ,3.0 ,2.2 ,2.766 ,0.044 ,1.7 ,4.561 ,
5.5 ,8.0 ,315 ,11.9 ,0.9 ,3.2 ,9.8 ,2.541 ,0.056 ,1.9 ,2.602 ,
2.9 ,8.1 ,346 ,15.1 ,1.3 ,4.1 ,7.0 ,2.890 ,0.052 ,2.3 ,2.409 ,
4.2 ,8.3 ,360 ,14.2 ,1.2 ,3.5 ,5.4 ,2.492 ,0.052 ,1.9 ,2.178 ,
8.2 ,7.9 ,367 ,16.5 ,3.2 ,5.4 ,9.8 ,2.960 ,0.074 ,3.0 ,2.553 ,
5.3 ,8.5 ,394 ,15.9 ,4.3 ,6.8 ,9.6 ,3.226 ,0.074 ,4.1 ,2.425 ,
5.9 ,8.1 ,371 ,15.1 ,3.1 ,5.5 ,13.6 ,3.257 ,0.067 ,3.5 ,1.723 ,
8.5 ,7.8 ,334 ,15.3 ,3.0 ,5.6 ,6.6 ,2.922 ,0.056 ,3.0 ,2.050 ,
10.5 ,7.6 ,356 ,12.6 ,2.0 ,5.0 ,8.4 ,3.562 ,0.065 ,2.9 ,1.714 ,
10.2 ,8.6 ,338 ,14.3 ,4.6 ,6.5 ,10.0 ,3.144 ,0.068 ,3.3 ,2.371 ,
10.6 ,7.3 ,163 ,11.5 ,1.1 ,6.6 ,6.2 ,3.433 ,0.038 ,2.6 ,11.174 ,
13.7 ,8.2 ,182 ,12.9 ,2.6 ,4.9 ,13.6 ,3.499 ,0.042 ,3.1 ,5.326 ,
15.8 ,7.2 ,167 ,10.4 ,0.7 ,4.5 ,3.6 ,3.085 ,0.031 ,2.1 ,22.584 ,
16.8 ,8.1 ,179 ,11.4 ,2.3 ,4.1 ,5.0 ,2.736 ,0.038 ,2.5 ,6.888 ,
16.5 ,8.0 ,189 ,10.7 ,1.5 ,4.4 ,4.4 ,2.633 ,0.034 ,2.5 ,6.332 ,
19.9 ,8.6 ,200 ,12.9 ,3.3 ,4.9 ,5.8 ,3.684 ,0.040 ,2.9 ,4.496 ,
20.7 ,7.6 ,188 ,9.8 ,2.1 ,4.5 ,9.4 ,2.452 ,0.043 ,2.4 ,18.274 ,
22.2 ,7.7 ,177 ,9.6 ,4.0 ,5.2 ,11.1 ,2.079 ,0.047 ,2.7 ,6.188 ,
23.7 ,7.6 ,197 ,9.5 ,2.0 ,4.5 ,6.8 ,1.677 ,0.028 ,2.4 ,4.514 ,
23.4 ,7.9 ,231 ,10.7 ,3.6 ,5.9 ,7.3 ,1.786 ,0.052 ,3.6 ,3.986 ,
24.7 ,7.5 ,232 ,8.4 ,3.1 ,5.7 ,11.6 ,1.630 ,0.058 ,2.9 ,2.097 ,
25.1 ,7.7 ,252 ,9.4 ,2.9 ,5.5 ,6.8 ,1.269 ,0.041 ,3.5 ,2.171 ,
27.3 ,7.9 ,214 ,9.4 ,2.8 ,6.4 ,11.2 ,1.693 ,0.053 ,4.0 ,2.214 ,
24.7 ,7.2 ,190 ,7.7 ,1.2 ,4.2 ,5.2 ,1.640 ,0.038 ,3.0 ,6.180 ,
27.5 ,8.2 ,194 ,11.1 ,2.9 ,5.1 ,5.8 ,1.434 ,0.039 ,3.4 ,6.805 ,
28.1 ,7.6 ,187 ,9.0 ,1.9 ,4.1 ,3.4 ,1.459 ,0.035 ,2.3 ,9.481 ,
21.7 ,7.2 ,102 ,7.9 ,1.0 ,4.1 ,8.6 ,2.356 ,0.051 ,2.2 ,140.680 ,
24.3 ,7.4 ,144 ,9.3 ,1.5 ,4.0 ,4.4 ,2.847 ,0.045 ,2.1 ,20.377 ,
24.8 ,7.6 ,165 ,9.1 ,1.9 ,4.7 ,4.6 ,2.488 ,0.037 ,2.6 ,10.869 ,
24.1 ,7.7 ,174 ,9.7 ,2.1 ,4.1 ,4.0 ,2.513 ,0.032 ,2.4 ,8.094 ,
23.2 ,8.3 ,188 ,10.8 ,3.8 ,5.1 ,7.0 ,2.240 ,0.036 ,2.9 ,7.474 ,
21.3 ,8.3 ,187 ,11.7 ,2.9 ,5.0 ,8.0 ,2.028 ,0.036 ,2.6 ,4.915 ,
19.3 ,7.7 ,192 ,9.3 ,1.4 ,3.8 ,6.8 ,1.875 ,0.037 ,2.2 ,8.586 ,
18.2 ,8.1 ,197 ,10.0 ,1.6 ,3.6 ,3.8 ,1.869 ,0.040 ,2.1 ,7.731 ,
16.9 ,7.5 ,161 ,9.4 ,1.3 ,4.0 ,4.8 ,2.390 ,0.037 ,2.3 ,12.711 ,
15.7 ,7.6 ,181 ,9.9 ,1.2 ,3.6 ,4.0 ,2.307 ,0.031 ,1.7 ,7.521 ,
13.4 ,7.6 ,202 ,10.2 ,0.5 ,3.6 ,4.4 ,2.246 ,0.029 ,1.7 ,6.121 ,
11.3 ,7.6 ,220 ,11.5 ,0.8 ,3.3 ,2.2 ,2.327 ,0.028 ,1.8 ,6.430 ,
10.8 ,7.5 ,231 ,11.7 ,1.8 ,3.4 ,3.0 ,2.290 ,0.036 ,1.8 ,5.933 ,
8.9 ,7.6 ,213 ,11.8 ,1.6 ,3.7 ,5.6 ,2.653 ,0.039 ,2.2 ,9.640 ,
4.3 ,7.7 ,248 ,14.7 ,1.2 ,3.1 ,3.6 ,2.669 ,0.033 ,1.7 ,9.266 ,
4.9 ,7.8 ,258 ,16.0 ,0.9 ,2.9 ,3.0 ,2.605 ,0.032 ,1.5 ,4.149 ,
3.2 ,7.8 ,278 ,15.8 ,3.1 ,4.2 ,4.0 ,2.813 ,0.057 ,2.6 ,2.496 ,
6.0 ,7.5 ,315 ,13.6 ,1.2 ,3.7 ,3.2 ,3.083 ,0.043 ,2.2 ,4.031 ,
6.4 ,7.2 ,305 ,15.2 ,2.0 ,3.6 ,4.2 ,2.615 ,0.046 ,2.0 ,4.082 ,
5.4 ,7.8 ,293 ,14.3 ,2.9 ,4.4 ,4.6 ,2.595 ,0.054 ,2.4 ,3.708 ,
3.6 ,7.9 ,294 ,14.3 ,1.6 ,4.0 ,5.0 ,2.597 ,0.044 ,2.0 ,4.020 ,
7.4 ,7.8 ,257 ,14.6 ,2.0 ,4.2 ,6.0 ,2.968 ,0.055 ,2.1 ,4.572 ,
7.2 ,8.2 ,265 ,13.3 ,4.3 ,6.0 ,17.6 ,2.708 ,0.070 ,3.2 ,3.249 ,
9.6 ,8.6 ,262 ,15.0 ,3.2 ,5.5 ,12.8 ,2.271 ,0.050 ,2.8 ,3.599 ,
13.0 ,7.6 ,161 ,10.5 ,2.4 ,5.1 ,8.0 ,2.823 ,0.045 ,2.8 ,10.431 ,
14.9 ,7.2 ,159 ,11.5 ,1.9 ,4.2 ,10.4 ,2.319 ,0.066 ,2.1 ,28.586 ,
15.2 ,7.5 ,154 ,9.5 ,1.2 ,4.4 ,7.8 ,2.222 ,0.049 ,1.9 ,15.506 ,
20.1 ,8.3 ,135 ,9.3 ,2.4 ,5.3 ,8.0 ,2.005 ,0.033 ,2.1 ,9.615 ,
21.7 ,8.0 ,152 ,9.5 ,1.8 ,5.3 ,9.0 ,2.112 ,0.028 ,2.3 ,9.695 ,
21.5 ,8.3 ,174 ,8.7 ,3.0 ,5.8 ,11.0 ,1.626 ,0.072 ,3.4 ,22.163 ,
21.3 ,7.6 ,147 ,9.6 ,1.9 ,4.7 ,14.4 ,1.816 ,0.050 ,2.7 ,8.181 ,
26.6 ,9.1 ,168 ,11.2 ,4.0 ,6.0 ,7.0 ,1.320 ,0.083 ,4.0 ,2.868 ,
25.5 ,8.5 ,178 ,10.4 ,2.7 ,6.3 ,10.2 ,1.181 ,0.100 ,4.1 ,3.639 ,
24.7 ,9.0 ,214 ,9.3 ,5.4 ,8.7 ,12.6 ,1.479 ,0.106 ,5.6 ,16.215 ,
24.6 ,8.0 ,203 ,10.0 ,3.4 ,6.3 ,8.8 ,1.429 ,0.076 ,4.2 ,3.433 ,
26.0 ,8.8 ,224 ,10.1 ,5.5 ,8.1 ,19.1 ,1.453 ,0.069 ,5.6 ,3.174 ,
25.6 ,7.9 ,192 ,9.7 ,3.0 ,5.1 ,10.0 ,1.147 ,0.048 ,3.2 ,4.053 ,
23.0 ,7.5 ,132 ,7.4 ,1.5 ,5.6 ,8.6 ,3.576 ,0.057 ,3.4 ,75.721 ,
24.3 ,7.3 ,186 ,10.0 ,2.2 ,5.4 ,8.0 ,2.871 ,0.033 ,3.4 ,8.248 ,
28.1 ,8.7 ,186 ,9.3 ,4.1 ,7.0 ,12.6 ,0.917 ,0.054 ,3.5 ,8.454 ,
25.9 ,7.3 ,192 ,7.4 ,1.4 ,5.1 ,4.6 ,1.386 ,0.042 ,2.5 ,12.626 ,
26.4 ,8.2 ,177 ,8.4 ,2.3 ,5.9 ,6.2 ,1.995 ,0.034 ,3.0 ,14.123 ,
24.8 ,7.7 ,171 ,8.4 ,1.1 ,4.7 ,5.4 ,2.164 ,0.041 ,2.3 ,22.793 ,
24.1 ,8.7 ,188 ,8.7 ,2.8 ,5.4 ,8.8 ,1.611 ,0.029 ,2.6 ,6.180 ,
23.6 ,8.3 ,193 ,9.6 ,2.0 ,4.6 ,3.8 ,1.552 ,0.028 ,2.2 ,6.666 ,
22.6 ,8.1 ,189 ,8.7 ,0.7 ,4.9 ,3.8 ,1.892 ,0.021 ,2.1 ,8.145 ,
18.0 ,7.8 ,203 ,9.4 ,2.0 ,4.6 ,4.8 ,1.853 ,0.025 ,2.4 ,3.795 ,
20.7 ,8.8 ,225 ,10.3 ,1.7 ,4.9 ,3.8 ,1.500 ,0.019 ,2.7 ,1.760 ,
18.1 ,8.5 ,237 ,11.6 ,2.4 ,4.7 ,6.0 ,1.398 ,0.024 ,2.8 ,2.092 ,
15.4 ,8.7 ,260 ,9.5 ,2.9 ,5.2 ,6.8 ,1.538 ,0.030 ,3.2 ,2.022 ,
15.6 ,7.5 ,268 ,10.2 ,1.3 ,4.6 ,4.0 ,1.807 ,0.032 ,2.5 ,12.350 ,
15.4 ,7.7 ,207 ,9.4 ,0.9 ,3.7 ,4.2 ,2.026 ,0.019 ,1.7 ,12.528 ,
14.4 ,7.2 ,207 ,10.2 ,0.5 ,3.4 ,4.8 ,2.457 ,0.016 ,1.8 ,8.242 ,
9.8 ,7.7 ,240 ,11.4 ,0.6 ,3.2 ,3.4 ,2.427 ,0.018 ,1.6 ,5.030 ,
7.7 ,7.5 ,275 ,12.1 ,1.0 ,3.4 ,2.4 ,2.814 ,0.022 ,1.6 ,3.834 ,
4.5 ,7.4 ,321 ,13.4 ,1.1 ,3.6 ,2.8 ,2.760 ,0.031 ,1.7 ,3.111 ,
3.2 ,8.1 ,305 ,13.4 ,1.0 ,3.6 ,5.2 ,2.739 ,0.029 ,1.9 ,2.911 ,
2.6 ,7.9 ,298 ,15.1 ,0.4 ,2.9 ,1.4 ,2.677 ,0.011 ,1.3 ,1.912 ,
4.3 ,7.9 ,307 ,13.9 ,1.5 ,5.0 ,3.8 ,3.475 ,0.058 ,2.8 ,7.383 ,
6.6 ,7.7 ,258 ,12.4 ,1.8 ,4.9 ,8.4 ,3.245 ,0.038 ,2.4 ,23.021 ,
8.5 ,8.1 ,222 ,12.5 ,1.4 ,4.8 ,8.4 ,3.405 ,0.024 ,2.4 ,7.637 ,
11.4 ,7.0 ,120 ,10.9 ,2.6 ,7.1 ,32.4 ,4.391 ,0.070 ,4.6 ,112.096 ,
12.1 ,7.7 ,184 ,12.2 ,1.4 ,4.0 ,4.4 ,4.576 ,0.030 ,2.0 ,10.503 ,
13.6 ,7.8 ,190 ,11.7 ,2.7 ,4.1 ,5.6 ,4.020 ,0.022 ,2.2 ,11.021 ,
14.4 ,8.9 ,200 ,12.4 ,3.1 ,6.0 ,20.6 ,3.436 ,0.033 ,3.4 ,6.028 ,
14.7 ,8.7 ,209 ,12.7 ,3.6 ,5.5 ,8.4 ,2.536 ,0.026 ,2.9 ,8.426 ,
16.6 ,7.9 ,140 ,10.8 ,1.2 ,4.2 ,5.0 ,3.188 ,0.031 ,2.5 ,16.598 ,
16.8 ,7.3 ,142 ,9.1 ,1.9 ,5.1 ,16.4 ,3.155 ,0.036 ,2.9 ,105.363 ,
21.0 ,8.4 ,138 ,10.3 ,1.6 ,4.2 ,6.0 ,2.134 ,0.027 ,2.3 ,2.269 ,
18.6 ,7.5 ,144 ,8.8 ,1.5 ,5.0 ,9.4 ,2.478 ,0.023 ,2.6 ,13.909 ,
